"MSFD","HabExt","pct_10","pct_20","pct_30","pct_40","pct_50","pct_60","pct_70","pct_80","pct_90"
"Total",344.38,"0.0","2.7","11.0","34.1","153.8","568.3","1501.2","3196.3","6803.1"
"Circalittoral mixed sediment",99.58,"0.0","0.0"," 0.0"," 0.0","  0.0","  0.0","   0.0","   0.0","   0.0"
"Circalittoral mud or Circalittoral sand",49.41,"0.0","0.0"," 0.0"," 0.0","  0.0","  0.0","   0.0","   0.0","  29.3"
"Offshore circalittoral mud or Offshore circalittoral sand",29.71,"0.0","0.0"," 0.0"," 0.0","  0.0","  0.0","   0.0","   5.9","  58.5"
"Circalittoral sand",27.92,"0.0","0.0"," 0.0"," 0.0","  0.0"," 16.1","  63.8"," 248.6"," 996.2"
"Circalittoral mud",27.69,"0.0","0.0"," 0.0"," 0.0","  0.0","  0.0","   0.0","   2.3"," 392.1"
"Offshore circalittoral mud",21.32,"0.0","0.0"," 0.0"," 0.0"," 33.2","188.8"," 561.8","1215.4","2257.4"
"Infralittoral sand",20.94,"0.0","0.0"," 0.0"," 0.0"," 39.3","204.0"," 567.1","1082.6","1594.2"
"Offshore circalittoral mixed sediment",18.11,"0.0","0.0"," 0.0"," 0.0","  0.0","  2.7","  36.3"," 206.2"," 800.3"
"Infralittoral mixed sediment",17.02,"0.0","0.0"," 0.0"," 0.0","  0.0","  0.0","   0.0","   0.0","  16.7"
"Circalittoral coarse sediment",9.81,"0.0","0.0"," 0.0"," 0.0","  0.0","  0.0","   0.0","   0.0","   9.0"
"Circalittoral rock and biogenic reef",6.53,"0.0","0.0"," 0.0"," 0.0","  0.0","  0.0","   0.0","   0.0","   0.0"
"Infralittoral coarse sediment",6.49,"0.0","0.0"," 0.0"," 0.0","  0.0","  0.0","   0.0","   6.6","  27.6"
"Infralittoral rock and biogenic reef",3.41,"0.0","0.0"," 0.0"," 0.0","  0.0","  0.0","   0.0","   0.0","   0.0"
"Offshore circalittoral sand",2.02,"0.0","2.7","11.0","34.1"," 81.3","156.7"," 272.0"," 411.9"," 563.7"
"Infralittoral mud",1.99,"0.0","0.0"," 0.0"," 0.0","  0.0","  0.0","   0.3","  16.7","  57.8"
"Infralittoral mud or Infralittoral sand",1.69,"0.0","0.0"," 0.0"," 0.0","  0.0","  0.0","   0.0","   0.0","   0.0"
"Offshore circalittoral coarse sediment",0.58,"0.0","0.0"," 0.0"," 0.0","  0.0","  0.0","   0.0","   0.0","   0.5"
"Offshore circalittoral rock and biogenic reef",0.16,"0.0","0.0"," 0.0"," 0.0","  0.0","  0.0","   0.0","   0.0","   0.0"
