"MSFD","HabExt","pct_10","pct_20","pct_30","pct_40","pct_50","pct_60","pct_70","pct_80","pct_90"
"Total",344.38,"0.0","8.1","17.4","41.6","375.9","1811.0","4546.7","8389.3","12867.5"
"Circalittoral mixed sediment",99.58,"0.0","0.0"," 0.0"," 0.0","  0.0","   0.0","   0.0","   0.0","    0.0"
"Circalittoral mud or Circalittoral sand",49.41,"0.0","0.0"," 0.0"," 0.0","  0.0","   0.0","   0.0","   0.0","   50.9"
"Offshore circalittoral mud or Offshore circalittoral sand",29.71,"0.0","0.0"," 0.0"," 0.0","  0.0","   0.0","   0.0","  28.4","  224.1"
"Circalittoral sand",27.92,"0.0","0.0"," 0.0"," 0.0","  0.0","  77.8"," 202.8"," 367.1"," 1055.2"
"Circalittoral mud",27.69,"0.0","0.0"," 0.0"," 0.0","  0.0","   0.0","   0.0","   9.8","  439.6"
"Offshore circalittoral mud",21.32,"0.0","0.0"," 0.0"," 0.0"," 72.3"," 328.5"," 813.5","1614.8"," 2921.0"
"Infralittoral sand",20.94,"0.0","0.0"," 0.0"," 0.0","207.7","1216.3","3078.9","5325.8"," 5833.1"
"Offshore circalittoral mixed sediment",18.11,"0.0","0.0"," 0.0"," 0.0","  0.0","  12.7"," 114.5"," 341.5"," 1035.8"
"Infralittoral mixed sediment",17.02,"0.0","0.0"," 0.0"," 0.0","  0.0","   0.0","   0.0","   0.0","   56.4"
"Circalittoral coarse sediment",9.81,"0.0","0.0"," 0.0"," 0.0","  0.0","   0.0","   0.0","   0.0","   12.0"
"Circalittoral rock and biogenic reef",6.53,"0.0","0.0"," 0.0"," 0.0","  0.0","   0.0","   0.0","   0.0","    0.0"
"Infralittoral coarse sediment",6.49,"0.0","0.0"," 0.0"," 0.0","  0.0","   0.0","   0.0","  31.0","   75.7"
"Infralittoral rock and biogenic reef",3.41,"0.0","0.0"," 0.0"," 0.0","  0.0","   0.0","   0.0","   0.0","    0.0"
"Offshore circalittoral sand",2.02,"0.0","8.1","17.4","41.6"," 95.9"," 175.7"," 335.1"," 554.0","  765.7"
"Infralittoral mud",1.99,"0.0","0.0"," 0.0"," 0.0","  0.0","   0.0","   1.9"," 116.8","  396.4"
"Infralittoral mud or Infralittoral sand",1.69,"0.0","0.0"," 0.0"," 0.0","  0.0","   0.0","   0.0","   0.0","    0.0"
"Offshore circalittoral coarse sediment",0.58,"0.0","0.0"," 0.0"," 0.0","  0.0","   0.0","   0.0","   0.0","    1.6"
"Offshore circalittoral rock and biogenic reef",0.16,"0.0","0.0"," 0.0"," 0.0","  0.0","   0.0","   0.0","   0.0","    0.0"
