"MSFD","HabExt","pct_10","pct_20","pct_30","pct_40","pct_50","pct_60","pct_70","pct_80","pct_90"
"Total",149,"  2952.5","  8519.5"," 15047.8"," 22940.1"," 31661.3"," 42627.3"," 55950.0"," 73142.3"," 94569.6"
"Offshore circalittoral sand",47.89,"  1414.3","  3454.7","  5378.4","  7468.7","  9928.6"," 12708.9"," 15826.2"," 19756.4"," 24635.6"
"Offshore circalittoral coarse sediment",33.56,"   720.8","  2488.5","  4658.5","  6475.2","  9113.8"," 12249.2"," 16040.5"," 20530.5"," 26036.6"
"Offshore circalittoral mud",25.01,"   716.4","  1979.0","  3330.9","  5674.6","  6943.9","  8504.6"," 10582.4"," 12989.9"," 16176.5"
"Upper bathyal sediment or Upper bathyal rock and biogenic reef",15.8,"     0.0","     4.2","    22.6","    81.2","   309.3","   847.7","  1971.9","  3635.1","  5787.1"
"Upper bathyal sediment",11.32,"    16.8","   260.9","   935.8","  1988.5","  3470.5","  5405.5","  7633.1"," 10587.2"," 13993.1"
"Unknown",5.82,"    49.8","   214.9","   416.8","   668.3","   996.8","  1351.7","  1709.5","  2080.5","  2598.6"
"Circalittoral coarse sediment",3.13,"    15.8","    32.8","    49.7","    98.8","   216.5","   425.9","   637.3","  1018.1","  1696.8"
"Circalittoral rock and biogenic reef",1.78,"     1.3","     5.9","    15.4","    27.3","    63.5","    85.4","   113.0","   141.7","   212.1"
"Offshore circalittoral rock and biogenic reef",1.49,"     5.5","    21.2","    42.1","    85.2","   109.2","   169.1","   240.4","   395.7","   527.9"
"Circalittoral sand",0.9,"     2.4","     5.3","    15.7","    35.7","    47.2","    76.5","   121.3","   261.7","   535.3"
"Infralittoral rock and biogenic reef",0.63,"     0.0","     0.1","     0.5","     2.2","     2.7","     6.2","    14.1","    44.2","   114.7"
"Infralittoral sand",0.49,"     1.3","    29.8","   142.3","   228.0","   287.5","   520.8","   649.3","  1004.8","  1153.8"
"Circalittoral mud",0.49,"     0.3","     1.2","     3.1","     9.1","    29.5","    45.3","    56.2","    77.4","   125.8"
"Infralittoral coarse sediment",0.43,"     0.3","     1.2","     9.7","    63.8","    99.2","   181.9","   299.1","   563.2","   892.7"
"Offshore circalittoral mixed sediment",0.11,"     7.4","    14.6","    20.9","    27.3","    34.6","    39.7","    46.6","    46.6","    70.7"
"Infralittoral mud",0.07,"     0.0","     0.0","     0.0","     0.4","     1.9","     1.9","     1.9","     1.9","     3.8"
"Infralittoral mixed sediment",0.05,"     0.0","     5.1","     5.1","     5.1","     5.1","     5.1","     5.1","     5.1","     5.1"
"Lower bathyal sediment or Lower bathyal rock and biogenic reef",0.02,"<0.1","<0.1","     0.3","     0.5","     1.5","     1.5","     1.5","     1.5","     2.1"
"Upper bathyal rock and biogenic reef",0.01,"<0.1","<0.1","<0.1","<0.1","<0.1","     0.3","     0.3","     0.4","     1.1"
"Lower bathyal sediment",0,"<0.1","<0.1","<0.1","<0.1","<0.1","<0.1","<0.1","<0.1","<0.1"
"Circalittoral mixed sediment",0,"     0.0","     0.0","     0.0","<0.1","<0.1","<0.1","<0.1","<0.1","<0.1"
