"MSFD","HabExt","pct_10","pct_20","pct_30","pct_40","pct_50","pct_60","pct_70","pct_80","pct_90"
"Total",18.99," 683.9","1420.5","2313.8","3948.5","6194.5","11132.1","17205.8","24736.3","29355.4"
"Offshore circalittoral mud",8.34," 117.8"," 233.3"," 377.8"," 621.6"," 831.0"," 1010.9"," 1376.2"," 2001.1"," 2827.0"
"Offshore circalittoral sand",6.54," 131.9"," 440.0"," 810.8","1602.5","3123.7"," 6836.9","10676.9","15146.3","16513.2"
"Circalittoral sand",1.68," 131.3"," 206.8"," 309.6"," 620.5"," 953.3"," 1496.2"," 3079.1"," 4867.3"," 6694.9"
"Offshore circalittoral mixed sediment",1.16,"  46.9"," 101.0"," 188.2"," 273.8"," 372.6","  491.4","  659.6","  884.8"," 1115.4"
"Offshore circalittoral coarse sediment",0.59,"  36.6","  72.6"," 110.3"," 129.0"," 156.0","  226.0","  266.6","  380.7","  638.6"
"Circalittoral coarse sediment",0.33,"  26.6","  49.7","  96.1"," 110.4"," 150.6","  249.8","  310.2","  329.7","  339.1"
"Circalittoral mixed sediment",0.3,"  15.0","  36.4","  49.6","  62.1","  78.7","   91.6","  108.0","  136.6","  237.3"
"Infralittoral sand",0.03," 176.4"," 278.8"," 368.4"," 524.3"," 524.3","  718.8","  718.8","  979.6","  979.6"
"Circalittoral mud",0.02,"   1.4","   1.9","   3.0","   4.3","   4.3","   10.4","   10.4","   10.4","   10.4"
"Infralittoral coarse sediment",0,"<0.1","<0.1","<0.1","<0.1","<0.1"," -100.0"," -100.0"," -100.0"," -100.0"
