"MSFD","HabExt","Totwght","pct_10","pct_20","pct_30","pct_40","pct_50","pct_60","pct_70","pct_80","pct_90"
"Total",36.87,1539.1,"0.0","0.0","0.0","<0.1","0.3","  1.8","  6.4"," 15.5"," 38.6"
"Offshore circalittoral mud",8.72,352.5,"0.0","0.0","0.0","   0.0","0.0","  0.1","  2.0","  8.8"," 29.8"
"Upper bathyal sediment or Upper bathyal rock and biogenic reef",6.93,347.6,"0.0","0.0","0.0","   0.0","0.2","  1.7","  6.2"," 14.2"," 37.9"
"Upper bathyal sediment",6.04,578,"0.0","0.0","0.0","<0.1","0.5","  2.3","  7.3"," 16.3"," 42.7"
"Circalittoral sand",2.95,2.8,"0.0","0.0","0.0","   0.0","0.0","  0.0","  0.0","  0.0","  0.0"
"Circalittoral mixed sediment",2.49,1.7,"0.0","0.0","0.0","   0.0","0.0","  0.0","  0.0","  0.0","  0.0"
"Offshore circalittoral sand",2.26,183.9,"0.0","0.0","0.0","   0.0","0.2","  3.4"," 12.2"," 28.6"," 46.6"
"Offshore circalittoral rock and biogenic reef",1.95,44.7,"0.0","0.0","0.0","   0.0","0.9","  4.0"," 11.1"," 21.8"," 44.9"
"Circalittoral mud",1.77,1.3,"0.0","0.0","0.0","   0.0","0.0","  0.0","  0.0","  0.0","  0.0"
"Circalittoral rock and biogenic reef",1.64,2.5,"0.0","0.0","0.0","   0.0","0.0","  0.0","  0.0","  0.0","  0.0"
"Offshore circalittoral mixed sediment",0.64,17.9,"0.0","0.0","0.0","   0.0","0.0","  0.0","  0.0","  1.1","  9.4"
"Infralittoral sand",0.62,0,"0.0","0.0","0.0","   0.0","0.0","  0.0","  0.0","  0.0","  0.0"
"Upper bathyal rock and biogenic reef",0.24,2.9,"0.0","0.0","0.0","   0.0","0.0","  0.0","  0.3","  9.0"," 52.2"
"Infralittoral rock and biogenic reef",0.21,0,"0.0","0.0","0.0","   0.0","0.0","  0.0","  0.0","  0.0","  0.0"
"Unknown",0.15,1.1,"0.0","0.0","0.0","   0.0","0.0","  0.0","  0.0","  0.0","  0.0"
"Lower bathyal sediment or Lower bathyal rock and biogenic reef",0.1,1.6,"0.0","0.0","0.0","   2.7","5.9","  5.9","  9.3"," 42.6"," 76.2"
"Infralittoral mixed sediment",0.06,0,"0.0","0.0","0.0","   0.0","0.0","  0.0","  0.0","  0.0","  0.0"
"Offshore circalittoral coarse sediment",0.05,0.6,"0.0","0.0","0.0","   0.0","0.0","  0.0","  0.0","  0.0"," 26.8"
"Infralittoral mud",0.05,0,"0.0","0.0","0.0","   0.0","0.0","  0.0","  0.0","  0.0","  0.0"
"Abyssal",0,0,"0.0","0.0","0.0","   0.0","0.0","100.0","100.0","100.0","100.0"
"Circalittoral coarse sediment",0,0,"NaN","NaN","NaN","   NaN","NaN","  NaN","  NaN","  NaN","  NaN"
"Lower bathyal sediment",0,0,"NaN","NaN","NaN","   NaN","NaN","  NaN","  NaN","  NaN","  NaN"
