"MSFD","HabExt","pct_10","pct_20","pct_30","pct_40","pct_50","pct_60","pct_70","pct_80","pct_90"
"Total",213.98,"  5766.5"," 16283.0"," 31290.3"," 49853.8"," 77100.2","113450.9","166172.4","241265.1","342691.7"
"Circalittoral sand",58.13,"   387.7","  2827.0","  7212.6"," 11984.2"," 18470.6"," 26997.2"," 37159.4"," 51011.1"," 76300.4"
"Offshore circalittoral sand",50.93,"  2294.8","  6029.0","  9859.6"," 13701.5"," 18984.5"," 25753.6"," 35464.6"," 49194.1"," 66883.7"
"Offshore circalittoral mud",42.52,"  2368.6","  5103.4","  8110.6"," 12122.5"," 18002.7"," 25079.3"," 34492.5"," 47154.0"," 64159.4"
"Offshore circalittoral coarse sediment",19.7,"   403.9","  1115.5","  2771.8","  5742.3"," 11255.4"," 18124.0"," 29062.5"," 49147.7"," 66823.1"
"Circalittoral coarse sediment",11.56,"    41.5","   442.8","  1000.7","  2297.6","  3500.9","  5637.7","  7719.3"," 11032.1"," 19599.7"
"Infralittoral sand",8.96,"     0.0","     0.0","     0.0","     0.0","   210.3","  1374.5","  6797.3"," 11570.0"," 18119.3"
"Circalittoral mud",6.41,"     0.0","   112.9","   640.5","  1430.9","  2380.7","  3590.7","  4988.2","  7275.1","  9985.8"
"Circalittoral mixed sediment",4.5,"     0.0","     1.0","    16.8","    73.8","   204.0","   469.8","   993.9","  1571.0","  2594.6"
"Offshore circalittoral mixed sediment",2.95,"    48.3","   229.6","   477.6","   832.2","  1364.9","  1925.7","  2680.8","  3568.9","  4620.1"
"Upper bathyal sediment",2.48,"    92.1","   201.5","   319.6","   438.7","   538.1","   687.6","   763.7","   897.4","  1013.1"
"Infralittoral mud",1.37,"     0.0","     0.0","     0.0","     0.0","    23.8","   256.5","   602.7","  1000.4","  1607.2"
"Infralittoral coarse sediment",1.23,"     0.0","     0.0","     4.3","   222.6","   979.9","  1634.6","  2720.7","  4181.6","  6239.7"
"Infralittoral mixed sediment",1.11,"     0.0","     0.0","     0.0","     0.0","     0.0","     0.0","     0.8","     6.4","    24.7"
"Unknown",0.85,"   128.7","   213.1","   862.2","   969.1","  1094.1","  1743.2","  2401.1","  2737.2","  3291.7"
"Offshore circalittoral rock and biogenic reef",0.56,"     0.9","     7.1","    12.7","    26.6","    61.0","   130.1","   214.7","   613.8","   927.0"
"Circalittoral rock and biogenic reef",0.42,"     0.0","<0.1","     0.4","     3.3","    14.1","    23.7","    49.1","   137.5","   210.3"
"Infralittoral rock and biogenic reef",0.3,"     0.0","<0.1","     0.8","     8.4","    15.2","    22.2","    61.0","   166.6","   291.8"
"Upper bathyal rock and biogenic reef",0,"<0.1","<0.1","<0.1","<0.1","<0.1","     0.2","     0.2","     0.2","     0.2"
