"MSFD","HabExt","pct_10","pct_20","pct_30","pct_40","pct_50","pct_60","pct_70","pct_80","pct_90"
"Total",56.43,"  14.1","  79.2"," 224.4"," 503.0"," 964.0","1651.8","2750.5","4303.8","6924.8"
"Infralittoral sand",11.38,"   0.0","   0.0","   1.4","   8.3","  31.5","  79.3"," 173.9"," 367.2"," 787.4"
"Circalittoral mixed sediment",10.52,"   0.0","   0.0","   0.0","   0.0","   0.0","   4.2","  14.9","  43.2"," 232.3"
"Offshore circalittoral mud",9.38,"  11.0","  58.0"," 155.3"," 344.6"," 619.6","1029.3","1494.8","2150.1","3028.7"
"Circalittoral sand",8.37,"   0.0","   0.8","   6.7","  19.1","  47.6"," 108.0"," 297.8"," 540.9"," 929.0"
"Offshore circalittoral mixed sediment",3.25,"   1.0","   5.7","  17.1","  28.8","  58.9"," 104.7"," 239.8"," 387.7"," 710.6"
"Infralittoral coarse sediment",2.84,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.2","   1.4","   5.2"
"Infralittoral mixed sediment",2.78,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.1","   1.7","   4.2"
"Circalittoral mud",1.68,"   1.8","  10.7","  29.0","  64.4"," 123.7"," 185.7"," 245.0"," 331.2"," 485.5"
"Offshore circalittoral sand",1.46,"   0.3","   3.2","  10.8","  30.0","  68.8"," 116.9"," 232.9"," 396.9"," 608.4"
"Offshore circalittoral mud or Offshore circalittoral sand",1.38,"   0.0","   0.0","   1.4","   2.6","   4.5","   6.8","  10.5","  13.2","  21.8"
"Circalittoral coarse sediment",1.27,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.3","   1.1","   2.1","   4.3"
"Circalittoral mud or Circalittoral sand",1.25,"   0.0","   0.2","   1.9","   3.9","   6.7","  12.6","  33.8","  57.6","  95.2"
"Infralittoral rock and biogenic reef",0.54,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.2","   0.4","   0.7"
"Infralittoral mud",0.19,"<0.1","   0.6","   1.0","   1.3","   2.6","   3.4","   4.3","   6.4","   7.1"
"Circalittoral rock and biogenic reef",0.07,"   0.0","   0.0","   0.0","<0.1","<0.1","   0.4","   0.8","   3.2","   3.7"
"Infralittoral mud or Infralittoral sand",0.04,"   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0","   0.0"
"Offshore circalittoral coarse sediment",0.03,"<0.1","<0.1","<0.1","<0.1","<0.1","   0.2","   0.5","   0.5","   0.8"
"Offshore circalittoral rock and biogenic reef",0,"<0.1","<0.1","<0.1","<0.1","<0.1","<0.1","<0.1","<0.1","<0.1"
