"MSFD","HabExt","pct_10","pct_20","pct_30","pct_40","pct_50","pct_60","pct_70","pct_80","pct_90"
"Total",56.43,"     7.2","    37.7","   110.9","   287.2","   597.2","  1099.7","  1881.3","  2983.8","  4729.6"
"Infralittoral sand",11.38,"     0.0","     0.0","     1.2","     7.8","    31.9","    80.1","   159.3","   315.3","   638.2"
"Circalittoral mixed sediment",10.52,"     0.0","     0.0","     0.0","     0.0","     0.0","     2.5","     8.1","    24.2","   103.8"
"Offshore circalittoral mud",9.38,"     5.5","    26.1","    70.8","   182.1","   350.9","   631.2","   976.7","  1446.1","  2046.6"
"Circalittoral sand",8.37,"     0.0","     0.4","     4.5","    13.9","    39.5","    87.8","   220.8","   408.4","   687.9"
"Offshore circalittoral mixed sediment",3.25,"     0.5","     3.3","     9.4","    17.7","    36.2","    65.4","   135.1","   221.9","   420.7"
"Infralittoral coarse sediment",2.84,"     0.0","     0.0","     0.0","     0.0","     0.0","     0.0","     0.2","     1.4","     4.8"
"Infralittoral mixed sediment",2.78,"     0.0","     0.0","     0.0","     0.0","     0.0","     0.0","     0.1","     1.3","     4.4"
"Circalittoral mud",1.68,"     0.9","     4.6","    14.2","    39.0","    78.8","   131.2","   190.8","   266.2","   386.6"
"Offshore circalittoral sand",1.46,"     0.2","     2.3","     8.3","    22.6","    51.7","    88.1","   165.5","   258.7","   373.3"
"Offshore circalittoral mud or Offshore circalittoral sand",1.38,"     0.0","     0.0","     0.4","     0.9","     1.7","     2.7","     4.2","     5.9","     9.9"
"Circalittoral coarse sediment",1.27,"     0.0","     0.0","     0.0","     0.0","     0.0","     0.3","     1.0","     2.1","     4.1"
"Circalittoral mud or Circalittoral sand",1.25,"     0.0","<0.1","     0.6","     1.5","     2.8","     5.2","    12.1","    21.0","    36.1"
"Infralittoral rock and biogenic reef",0.54,"     0.0","     0.0","     0.0","     0.0","     0.0","     0.0","     0.1","     0.3","     0.6"
"Infralittoral mud",0.19,"<0.1","     0.8","     1.4","     1.7","     3.6","     4.7","     6.0","     9.2","    10.2"
"Circalittoral rock and biogenic reef",0.07,"     0.0","     0.0","     0.0","<0.1","<0.1","     0.5","     0.7","     1.3","     1.5"
"Infralittoral mud or Infralittoral sand",0.04,"     0.0","     0.0","     0.0","     0.0","     0.0","     0.0","     0.0","     0.0","     0.0"
"Offshore circalittoral coarse sediment",0.03,"<0.1","<0.1","<0.1","<0.1","     0.1","     0.2","     0.5","     0.5","     0.8"
"Offshore circalittoral rock and biogenic reef",0,"<0.1","<0.1","<0.1","<0.1","<0.1","<0.1","<0.1","<0.1","<0.1"
