"MSFD","HabExt","SweptArea","pct_10","pct_20","pct_30","pct_40","pct_50","pct_60","pct_70","pct_80","pct_90"
"total",119.3,100,"     56.7","    634.7","   2620.2","   6370.3","  11939.8","  20457.8","  33001.6","  51054.7","  78711.2"
"Upper bathyal sediment",43.39,87.86,"     53.8","    592.2","   2464.9","   5837.3","  10540.0","  17413.7","  27292.6","  41177.2","  60062.1"
"Unknown",23.75,7.06,"      0.0","      0.0","      1.2","     15.8","     47.3","    113.0","    247.3","    658.7","   1944.4"
"Offshore circalittoral coarse sediment",18.43,1.19,"      0.0","      0.0","      0.0","      5.7","     20.3","     44.9","     79.2","    136.3","    270.3"
"Offshore circalittoral sand",7.53,3.53,"      0.0","      9.1","     30.7","     81.1","    191.3","    368.9","    662.1","   1112.0","   1871.2"
"Offshore circalittoral mud",6.98,20.15,"      2.2","     29.5","    109.2","    389.9","   1021.6","   2252.6","   4131.0","   6843.8","  12213.4"
"Circalittoral coarse sediment",4.34,0.16,"      0.0","      0.0","      0.0","      0.0","      1.4","      5.0","     11.4","     21.8","     39.8"
"Offshore circalittoral mixed sediment",4,0.14,"      0.0","      0.0","      0.2","      2.0","      4.9","      9.4","     16.8","     30.4","     51.9"
"Upper bathyal sediment or Upper bathyal rock and biogenic reef",3.34,3.78,"      0.0","      2.4","      7.8","     23.6","     77.9","    186.0","    446.6","    874.8","   1907.2"
"Offshore circalittoral rock and biogenic reef",2.14,0.15,"      0.0","      0.0","      0.0","      1.3","      3.8","      8.2","     18.0","     28.3","     51.3"
"Circalittoral sand",2.08,0.28,"      0.0","      0.0","      0.7","      4.5","     12.8","     23.6","     43.1","     76.8","    132.3"
"Circalittoral rock and biogenic reef",2.08,0.21,"      0.0","      0.0","      0.0","      0.0","      2.0","      7.4","     18.0","     42.8","     90.3"
"Circalittoral mud",0.66,0.09,"<0.1","      0.9","      2.7","      5.8","     12.7","     20.1","     26.8","     40.4","     55.7"
"Infralittoral sand",0.14,0,"      0.0","<0.1","<0.1","      0.2","      0.3","      0.5","      0.7","      1.0","      1.4"
"Infralittoral rock and biogenic reef",0.12,0.01,"      0.0","<0.1","<0.1","      0.2","      0.3","      1.1","      2.8","      4.6","      8.0"
"Infralittoral coarse sediment",0.1,0,"      0.0","      0.0","<0.1","      0.2","      0.4","      0.5","      0.7","      1.2","      1.8"
"Circalittoral mixed sediment",0.09,0.01,"      0.0","      0.0","      0.0","<0.1","      0.2","      0.3","      1.6","      1.6","      6.5"
"Infralittoral mud",0.09,0,"      0.0","      0.0","      0.0","<0.1","<0.1","<0.1","<0.1","      0.2","      0.4"
"Infralittoral mixed sediment",0.03,0,"      0.0","      0.0","      0.0","      0.0","      0.0","<0.1","<0.1","      0.1","      0.5"
"Lower bathyal sediment",0.01,0,"      0.6","      0.6","      2.7","      2.7","      2.7","      2.7","      2.7","      2.7","      2.7"
"Upper bathyal rock and biogenic reef",0,0,"      0.0","      0.0","      0.0","      0.0","      0.0","      0.0","<0.1","<0.1","<0.1"
