"MSFD","HabExt","pct_10","pct_20","pct_30","pct_40","pct_50","pct_60","pct_70","pct_80","pct_90"
"Total",268.3," 379.2","2021.8","4557.7","7792.3","11785.4","16889.5","23541.6","32049.7","43214.2"
"Offshore circalittoral sand",55.42," 155.3"," 937.1","1997.5","2939.5"," 3991.6"," 5179.4"," 6484.7"," 8000.0"," 9800.8"
"Upper bathyal sediment",54.71," 101.8"," 508.5","1160.0","2154.8"," 3399.6"," 5096.2"," 7123.0"," 9621.6","12593.6"
"Offshore circalittoral coarse sediment",51.99,"   1.6","  51.7"," 316.9"," 906.6"," 1699.9"," 2612.6"," 3943.6"," 5630.4"," 7835.8"
"Offshore circalittoral mud",31.98," 119.3"," 516.8","1042.1","1636.5"," 2303.2"," 3150.9"," 4206.2"," 5468.3"," 7132.5"
"Unknown",29.57,"   0.0","   0.0","   3.5","  15.1","   42.8","  124.4","  310.4","  663.2"," 1245.6"
"Upper bathyal sediment or Upper bathyal rock and biogenic reef",19.14,"   0.0","   1.0","   5.6","  24.2","  105.9","  339.8","  813.6"," 1572.2"," 2692.4"
"Circalittoral coarse sediment",7.47,"   0.0","   0.0","   2.7","  16.3","   38.8","   64.6","  108.7","  288.0","  538.4"
"Offshore circalittoral mixed sediment",4.11,"   0.0","   0.0","   0.2","   1.0","    2.0","    6.7","   10.1","   14.8","   23.7"
"Circalittoral rock and biogenic reef",3.85,"   0.0","   0.0","   2.2","   5.5","   16.0","   33.9","   52.5","   81.6","  121.4"
"Offshore circalittoral rock and biogenic reef",3.64,"   0.0","   0.1","   2.6","   7.5","   17.0","   27.6","   49.2","   73.1","  129.9"
"Circalittoral sand",2.98,"   0.0","   1.9","   7.6","  17.6","   39.1","   53.7","   72.2","   93.8","  168.9"
"Circalittoral mud",1.15,"   0.2","   1.6","   2.9","   4.6","    6.6","   14.5","   18.7","   25.5","   38.8"
"Infralittoral rock and biogenic reef",0.75,"   0.0","   0.1","   1.4","   3.1","    3.3","    4.7","   10.6","   27.0","   59.7"
"Infralittoral sand",0.64,"   0.6","   2.0","   8.9","  50.8","   88.5","  132.1","  217.5","  297.6","  463.5"
"Infralittoral coarse sediment",0.53,"   0.4","   1.0","   3.2","   8.4","   29.6","   46.8","  111.5","  183.6","  354.8"
"Infralittoral mud",0.15,"   0.0","   0.0","   0.0","   0.4","    0.5","    0.5","    1.2","    1.2","    3.2"
"Circalittoral mixed sediment",0.09,"   0.0","   0.0","   0.0","<0.1"," -100.0"," -100.0","    5.4","    5.4","    8.3"
"Infralittoral mixed sediment",0.08,"   0.0","   0.0","   0.0","   0.0"," -100.0"," -100.0","    1.4","    1.4","    1.4"
"Lower bathyal sediment or Lower bathyal rock and biogenic reef",0.02,"<0.1","<0.1","<0.1","   0.1","    0.4","    0.4","    0.4","    0.4","    0.6"
"Upper bathyal rock and biogenic reef",0.02,"<0.1","<0.1","<0.1","<0.1"," -100.0"," -100.0","    0.1","    0.2","    0.2"
"Lower bathyal sediment",0.01,"<0.1","<0.1","   0.1","   0.1","    0.6","    0.6","    0.6","    0.6","    0.6"
